PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31;TECNICA;ENVIADO
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE AZUFRE;45153999_1_38;2020;11;0;64;V;0;53;V;0;49;V;0;40;V;0;40;V;0;43;V;0;40;V;0;44;V;0;41;V;0;45;V;0;51;V;0;50;V;0;64;V;0;47;V;0;40;V;0;41;V;0;42;V;0;54;V;0;60;V;0;61;V;0;70;V;0
TOLEDO;SAN PABLO DE LOS MONTES;999;OXIDOS DE NITROGENO TOTALES;45153999_12_8;2020;11;2;50;V;2;60;V;4;70;V;3;50;V;2;70;V;2;50;V;2;90;V;2;30;V;2;50;V;1;90;V;1;60;V;1;80;V;1;50;V;1;30;V;2;50;V;1;90;V;1;10;V;2;20;V;2;90;V;5;30;V;3;80;V;3
VALENCIA;ZARRA;999;DIOXIDO DE AZUFRE;46263999_1_38;2020;11;0;99;V;1;V;0;77;V;0;44;V;0;39;V;0;44;V;0;38;V;0;30;V;0;32;V;0;28;V;0;29;V;0;33;V;0;35;V;0;35;V;0;37;V;0;37;V;0;30;V;0;31;V;0;28;V;0;28;V;0;25;V;0;22
VALENCIA;ZARRA;999;MONOXIDO DE NITROGENO;46263999_7_8;2020;11;0;17;V;0;18;V;0;16;V;0;12;V;0;17;V;0;16;V;0;14;V;0;16;V;0;16;V;0;18;V;0;18;V;0;15;V;0;14;V;0;14;V;0;13;V;0;13;V;0;21;V;0;25;V;0;22;V;0;18;V;0;27;V;0
VALENCIA;ZARRA;999;DIOXIDO DE NITROGENO;46263999_8_8;2020;11;0;90;V;0;97;V;1;50;V;1;90;V;2;20;V;1;50;V;0;63;V;0;73;V;0;79;V;1;10;V;1;10;V;1;10;V;0;93;V;1;20;V;0;67;V;1;10;V;1;60;V;1;50;V;1;40;V;1;30;V;2;V;0;89
VALENCIA;ZARRA;999;OZONO;46263999_14_6;2020;11;73;V;68;V;79;V;56;V;59;V;62;V;67;V;68;V;66;V;62;V;62;V;72;V;65;V;52;V;51;V;53;V;51;V;55;V;56;V;58;V;66;V;61;V;65;V;71;V;73;V;74;V;72;V;65;V;59;V;66;V;N;C;;
ZAMORA;PEÑAUSENDE;999;MONOXIDO DE NITROGENO;49149999_7_8;2020;11;0;17;V;0;17;V;0;16;V;0;16;V;0;14;V;0;17;V;0;13;V;0;11;V;0;990;V;0;18;V;0;21;V;0;38;V;0;19;V;0;15;V;0;12;V;0;11;V;0;26;V;N;0;33;V;0;21;V;0;25;V;0;19;V
ZAMORA;PEÑAUSENDE;999;PARTICULAS EN SUSPENSION <10?M;49149999_10_47;2020;11;8;80;V;8;60;V;9;20;V;8;80;V;8;60;V;64;V;9;30;V;8;40;V;7;90;V;10;V;14;V;13;V;13;V;12;V;7;80;V;7;90;V;18;V;N;17;V;8;50;V;11;V;14;V;15;V;15;V;12;V;9;10;V;10
ZAMORA;PEÑAUSENDE;999;OXIDOS DE NITROGENO TOTALES;49149999_12_8;2020;11;1;V;1;10;V;1;10;V;1;20;V;1;30;V;1;20;V;0;63;V;0;45;V;0;45;V;0;90;V;1;40;V;2;40;V;1;70;V;0;83;V;0;61;V;0;62;V;1;40;V;N;1;60;V;0;78;V;0;97;V;0;57;V;1
ZAMORA;PEÑAUSENDE;999;OZONO;49149999_14_6;2020;11;44;V;43;V;61;V;56;V;52;V;56;V;63;V;70;V;61;V;45;V;45;V;55;V;58;V;62;V;47;V;57;V;58;V;N;40;V;55;V;52;V;69;V;63;V;67;V;62;V;56;V;51;V;51;V;54;V;N;N;C;;;;
GRANADA;VIZNAR;999;OXIDOS DE NITROGENO TOTALES;18189999_12_8;2020;11;2;70;V;5;V;7;40;V;7;30;V;3;60;V;3;20;V;3;30;V;3;V;8;V;4;20;V;4;20;V;5;80;V;7;90;V;3;60;V;1;70;V;9;90;V;9;V;8;80;V;1;60;V;15;V;4;30;V;2;60;V;5;60;V
LUGO;SAVIÑAO (O);999;PARTICULAS EN SUSPENSION <10?M;27058999_10_47;2020;11;5;20;V;N;N;N;N;19;V;6;90;V;6;40;V;8;10;V;7;40;V;7;30;V;11;V;11;V;11;V;7;10;V;9;60;V;10;V;15;V;6;V;6;70;V;8;40;V;10;V;11;V;14;V;5;40;V;7;60;V;13;V;9;50
LUGO;SAVIÑAO (O);999;DIOXIDO DE AZUFRE;27058999_1_38;2020;11;1;40;V;1;30;V;1;10;V;1;20;V;2;V;1;40;V;1;30;V;1;30;V;1;30;V;1;20;V;1;20;V;1;40;V;1;30;V;1;30;V;1;40;V;1;30;V;1;20;V;1;30;V;1;10;V;1;10;V;1;20;V;1;20
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE NITROGENO;45153999_8_8;2020;11;1;30;V;1;20;V;3;10;V;2;50;V;1;30;V;1;10;V;1;50;V;1;20;V;1;30;V;1;30;V;1;10;V;1;20;V;1;V;0;77;V;1;70;V;1;10;V;0;73;V;1;40;V;2;30;V;4;V;2;50;V;1;90;V
GUADALAJARA;CAMPISABALOS;999;OXIDOS DE NITROGENO TOTALES;19061999_12_8;2020;11;2;60;V;2;40;V;1;70;V;1;V;1;70;V;1;20;V;1;40;V;1;60;V;1;50;V;1;20;V;1;50;V;1;80;V;2;70;V;3;60;V;1;80;V;1;40;V;1;60;V;1;40;V;1;50;V;1;60;V;1;20;V;2;90
BALEARES;MAHON;999;MONOXIDO DE NITROGENO;07032999_7_8;2020;11;0;16;V;0;12;V;0;12;V;0;12;V;0;13;V;0;11;V;0;15;V;1;40;V;0;13;V;0;18;V;0;13;V;0;59;V;0;12;V;0;15;V;0;20;V;0;13;V;0;12;V;0;15;V;1;V;0;12;V;0;16;V;0;15
VALENCIA;ZARRA;999;PARTICULAS EN SUSPENSION <10?M;46263999_10_47;2020;11;11;V;11;V;19;V;4;90;V;4;90;V;56;V;20;V;5;30;V;7;10;V;5;70;V;7;30;V;8;90;V;12;V;12;V;4;90;V;7;80;V;8;80;V;11;V;15;V;7;40;V;11;V;7;V;13;V;14;V;14;V;22;V;15
ASTURIAS;LLANES;999;PARTICULAS EN SUSPENSION <10?M;33036999_10_M;2021;1;7;V;3;V;2;V;3;V;3;V;4;V;5;V;6;V;6;V;14;V;8;V;8;V;9;V;4;V;8;V;10;V;6;V;6;V;8;V;8;V;10;V;4;V;9;V;8;V;6;V;7;V;8;V;8;V;8;V;9;V;25;V;N;
ASTURIAS;LLANES;999;PARTICULAS EN SUSPENSION <2,5?M;33036999_9_M;2021;1;1;V;2;V;0;N;2;V;2;V;3;V;4;V;5;V;4;V;3;V;3;V;3;V;3;V;2;V;3;V;3;V;3;V;3;V;3;V;2;V;4;V;2;V;0;N;2;V;2;V;4;V;3;V;4;V;3;V;3;V;7;V;N;
ASTURIAS;LLANES;999;PLOMO (PM10);33036999_19_M;2021;1;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;640;V;0;N;0;1860;V;0;N;0;N;0;N;0;N;0;N;0;N;0;860;V;0;N;0;N;0;N;0;N;0;470;V;0;N;0;N;0;N;0;N;0;1850;V;0
ASTURIAS;LLANES;999;CADMIO (PM10);33036999_28_M;2021;1;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;2;V;0;N;0;6;V;0;N;0;N;0;N;0;N;0;N;0;N;0;4;V;0;N;0;N;0;N;0;N;0;2;V;0;N;0;N;0;N;0;N;0;10;V;0
ASTURIAS;LLANES;999;ARSENICO (PM10);33036999_17_M;2021;1;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;8;V;0;N;0;8;V;0;N;0;N;0;N;0;N;0;N;0;N;0;8;V;0;N;0;N;0;N;0;N;0;8;V;0;N;0;N;0;N;0;N;0;8;V;0
ASTURIAS;LLANES;999;NIQUEL (PM10);33036999_62_M;2021;1;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;15;V;0;N;0;15;V;0;N;0;N;0;N;0;N;0;N;0;N;0;15;V;0;N;0;N;0;N;0;N;0;15;V;0;N;0;N;0;N;0;N;0;15;V;0
CORUÑA;NOIA;999;PARTICULAS EN SUSPENSION <10?M;15057999_10_M;2020;7;5;V;6;V;7;V;8;V;4;V;7;V;6;V;15;V;9;V;6;V;0;N;19;V;12;V;5;V;8;V;8;V;11;V;18;V;10;V;8;V;15;V;23;V;10;V;6;V;3;V;5;V;3;V;7;V;12;V;10;V;3;V;N;
GRANADA;VIZNAR;999;PARTICULAS EN SUSPENSION <10?M;18189999_10_M;2020;7;18;V;14;V;15;V;19;V;21;V;33;V;40;V;34;V;21;V;22;V;29;V;55;V;29;V;21;V;19;V;20;V;21;V;23;V;21;V;23;V;34;V;32;V;30;V;28;V;23;V;28;V;38;V;28;V;44;V;51;V;68;V;N;
GRANADA;VIZNAR;999;PARTICULAS EN SUSPENSION <2,5?M;18189999_9_M;2020;7;7;V;6;V;0;N;9;V;9;V;13;V;14;V;13;V;9;V;10;V;11;V;16;V;12;V;9;V;10;V;10;V;11;V;12;V;11;V;10;V;10;V;10;V;11;V;11;V;9;V;10;V;11;V;10;V;12;V;12;V;16;V;N;
GRANADA;VIZNAR;999;PLOMO (PM10);18189999_19_M;2020;7;0;N;0;N;0;N;0;N;0;1290;V;0;N;0;N;0;N;0;N;0;N;0;1410;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;1020;V;0;N;0;N;0;N;0;2010;V;0;N;0;N;0;N;0;N;0;N;0;5150;V;0
GRANADA;VIZNAR;999;CADMIO (PM10);18189999_28_M;2020;7;0;N;0;N;0;N;0;N;0;3;V;0;N;0;N;0;N;0;N;0;N;0;2;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;4;V;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;4;V;0
GRANADA;VIZNAR;999;ARSENICO (PM10);18189999_17_M;2020;7;0;N;0;N;0;N;0;N;0;22;V;0;N;0;N;0;N;0;N;0;N;0;31;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;23;V;0;N;0;N;0;N;0;35;V;0;N;0;N;0;N;0;N;0;N;0;46;V;0
GRANADA;VIZNAR;999;NIQUEL (PM10);18189999_62_M;2020;7;0;N;0;N;0;N;0;N;0;79;V;0;N;0;N;0;N;0;N;0;N;1;28;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;71;V;0;N;0;N;0;N;1;19;V;0;N;0;N;0;N;0;N;0;N;1;80;V;0
ASTURIAS;LLANES;999;PLOMO (PM10);33036999_19_M;2020;7;0;N;0;N;0;N;0;N;0;690;V;0;N;0;N;0;N;0;N;0;N;0;2010;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;1970;V;0;N;0;N;0;N;0;2090;V;0;N;0;N;0;N;0;N;0;N;0;8;V;0
ASTURIAS;LLANES;999;CADMIO (PM10);33036999_28_M;2020;7;0;N;0;N;0;N;0;N;0;6;V;0;N;0;N;0;N;0;N;0;N;0;9;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;11;V;0;N;0;N;0;N;0;8;V;0;N;0;N;0;N;0;N;0;N;0;5;V;0
ASTURIAS;LLANES;999;ARSENICO (PM10);33036999_17_M;2020;7;0;N;0;N;0;N;0;N;0;11;V;0;N;0;N;0;N;0;N;0;N;0;14;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;26;V;0;N;0;N;0;N;0;25;V;0;N;0;N;0;N;0;N;0;N;0;5;V;0
ASTURIAS;LLANES;999;NIQUEL (PM10);33036999_62_M;2020;7;0;N;0;N;0;N;0;N;0;59;V;0;N;0;N;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;42;V;0;N;0;N;0;N;1;40;V;0;N;0;N;0;N;0;N;0;N;0;22;V;0
GIRONA;CADAQUES;999;PARTICULAS EN SUSPENSION <10?M;17032999_10_M;2020;7;13;V;12;V;15;V;12;V;14;V;20;V;17;V;19;V;21;V;18;V;0;N;12;V;17;V;17;V;15;V;14;V;16;V;13;V;15;V;13;V;14;V;15;V;26;V;20;V;17;V;13;V;18;V;17;V;20;V;17;V;19;V;N;
GIRONA;CADAQUES;999;PARTICULAS EN SUSPENSION <2,5?M;17032999_9_M;2020;7;6;V;0;N;5;V;6;V;8;V;6;V;7;V;16;V;10;V;9;V;5;V;7;V;8;V;8;V;5;V;5;V;5;V;7;V;8;V;6;V;5;V;7;V;19;V;9;V;8;V;7;V;7;V;0;N;11;V;7;V;8;V;N;
BADAJOZ;BARCARROTA;999;PARTICULAS EN SUSPENSION <10?M;06016999_10_M;2020;7;14;V;12;V;17;V;22;V;29;V;25;V;25;V;25;V;27;V;29;V;33;V;24;V;22;V;23;V;29;V;37;V;27;V;25;V;25;V;57;V;29;V;25;V;27;V;21;V;18;V;25;V;23;V;14;V;26;V;26;V;24;V;N;
BADAJOZ;BARCARROTA;999;PARTICULAS EN SUSPENSION <2,5?M;06016999_9_M;2020;7;10;V;8;V;12;V;18;V;25;V;20;V;23;V;19;V;19;V;21;V;27;V;22;V;16;V;18;V;22;V;28;V;21;V;19;V;19;V;38;V;21;V;17;V;0;N;15;V;13;V;20;V;15;V;11;V;20;V;18;V;19;V;N;
GIRONA;CADAQUES;999;MONOXIDO DE NITROGENO;17032999_7_8;2020;9;0;35;V;0;36;V;0;40;V;0;34;V;0;76;V;0;28;V;0;31;V;0;33;V;0;36;V;0;41;V;0;56;V;1;80;V;1;10;V;0;62;V;0;48;V;0;44;V;0;29;V;0;38;V;0;36;V;0;58;V;0;50;V;0
ZAMORA;PEÑAUSENDE;999;PARTICULAS EN SUSPENSION <10?M;49149999_10_M;2020;7;6;V;4;V;8;V;8;V;9;V;9;V;0;N;23;V;19;V;11;V;13;V;9;V;10;V;6;V;7;V;6;V;7;V;10;V;15;V;26;V;20;V;15;V;19;V;11;V;14;V;8;V;16;V;13;V;19;V;21;V;16;V;N;
ZAMORA;PEÑAUSENDE;999;PARTICULAS EN SUSPENSION <2,5?M;49149999_9_M;2020;7;3;V;2;V;3;V;4;V;5;V;4;V;6;V;9;V;8;V;5;V;6;V;7;V;6;V;4;V;3;V;3;V;3;V;7;V;10;V;12;V;9;V;8;V;9;V;6;V;9;V;6;V;9;V;6;V;9;V;13;V;9;V;N;
BADAJOZ;BARCARROTA;999;OXIDOS DE NITROGENO TOTALES;06016999_12_8;2021;2;0;96;V;0;90;V;1;50;V;1;20;V;1;50;V;1;80;V;0;98;V;0;80;V;0;64;V;0;68;V;1;30;V;1;V;1;30;V;1;20;V;1;20;V;1;40;V;1;50;V;1;40;V;1;50;V;1;90;V;0;88;V;1;10
LLEIDA;TORMS (ELS);999;MONOXIDO DE NITROGENO;25224999_7_8;2021;2;0;710;V;0;940;V;0;15;V;0;18;V;0;19;V;0;810;V;0;8;V;0;730;V;0;550;V;0;460;V;0;10;V;0;10;V;0;6;V;0;590;V;0;380;V;0;690;V;0;11;V;0;15;V;0;750;V;0;760;V;0;440;V;0
LUGO;SAVIÑAO (O);999;DIOXIDO DE NITROGENO;27058999_8_8;2021;2;1;V;1;40;V;0;93;V;1;60;V;1;80;V;0;81;V;1;20;V;1;10;V;0;95;V;1;40;V;1;30;V;1;30;V;1;60;V;0;92;V;1;20;V;1;40;V;2;10;V;1;20;V;1;40;V;0;93;V;1;V;1;80;V
CORUÑA;NOIA;999;PARTICULAS EN SUSPENSION <10?M;15057999_10_M;2020;2;4;V;6;V;10;V;9;V;10;V;9;V;8;V;8;V;2;V;0;N;6;V;4;V;0;N;3;V;5;V;1;V;11;V;6;V;5;V;5;V;8;V;7;V;8;V;4;V;5;V;3;V;45;V;20;V;6;V;0;N;0;N;N;
GIRONA;CADAQUES;999;DIOXIDO DE NITROGENO;17032999_8_8;2020;9;2;60;V;3;V;3;30;V;3;30;V;3;V;1;90;V;2;V;3;40;V;3;20;V;3;80;V;3;60;V;8;10;V;4;80;V;3;20;V;3;V;3;30;V;4;30;V;3;70;V;2;50;V;3;V;3;70;V;2;60;V;2;90;V
LUGO;SAVIÑAO (O);999;OZONO;27058999_14_6;2020;9;71;V;67;V;72;V;98;V;72;V;62;V;57;V;59;V;64;V;73;V;73;V;66;V;81;V;85;V;54;V;52;V;60;V;54;V;42;V;44;V;64;V;56;V;53;V;64;V;66;V;46;V;64;V;48;V;49;V;50;V;N;C;;
ASTURIAS;LLANES;999;DIOXIDO DE AZUFRE;33036999_1_38;2020;9;0;43;V;0;40;V;0;45;V;0;38;V;0;40;V;0;42;V;0;43;V;0;49;V;0;52;V;0;38;V;0;42;V;0;41;V;0;45;V;1;40;V;0;37;V;0;40;V;0;32;V;0;25;V;0;24;V;0;30;V;0;33;V;0
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE AZUFRE;45153999_1_38;2020;9;0;78;V;1;10;V;1;10;V;0;93;V;0;93;V;0;87;V;0;96;V;0;77;V;0;75;V;0;96;V;0;83;V;1;10;V;1;10;V;1;20;V;0;72;V;0;90;V;0;48;V;0;33;V;0;31;V;0;32;V;0;36;V;0
GRANADA;VIZNAR;999;OZONO;18189999_14_6;2020;9;86;V;97;V;95;V;91;V;94;V;92;V;99;V;79;V;92;V;102;V;107;V;110;V;96;V;87;V;79;V;86;V;58;V;61;V;66;V;75;V;80;V;87;V;72;V;55;V;67;V;84;V;83;V;95;V;100;V;92;V;N;C;;
CORUÑA;NOIA;999;OXIDOS DE NITROGENO TOTALES;15057999_12_8;2020;9;2;80;V;2;60;V;4;20;V;3;50;V;1;70;V;1;60;V;2;40;V;2;90;V;3;10;V;2;80;V;4;40;V;2;50;V;3;40;V;2;80;V;2;40;V;3;40;V;5;20;V;3;50;V;3;30;V;3;V;3;70;V;3;80
BALEARES;MAHON;999;OZONO;07032999_14_6;2020;9;87;V;95;V;91;V;111;V;94;V;78;V;84;V;84;V;79;V;92;V;100;V;111;V;116;V;102;V;90;V;85;V;81;V;88;V;88;V;90;V;88;V;86;V;103;V;86;V;74;V;78;V;79;V;69;V;80;V;75;V;N;C;;
GUADALAJARA;CAMPISABALOS;999;OZONO;19061999_14_6;2020;9;79;V;82;V;78;V;100;V;106;V;94;V;72;V;79;V;84;V;104;V;82;V;83;V;101;V;95;V;84;V;74;V;70;V;66;V;71;V;N;N;71;V;66;V;76;V;73;V;69;V;74;V;75;V;72;V;80;V;N;C;;;;
CORUÑA;NOIA;999;DIOXIDO DE NITROGENO;15057999_8_8;2020;9;2;60;V;2;30;V;4;V;3;30;V;1;50;V;1;40;V;2;20;V;2;80;V;3;10;V;2;70;V;4;20;V;2;40;V;3;30;V;2;60;V;2;20;V;3;20;V;4;90;V;3;30;V;3;10;V;2;70;V;3;40;V;3;50
HUELVA;ALMONTE;999;OZONO;21005999_14_6;2020;9;87;V;71;V;81;V;82;V;81;V;71;V;69;V;75;V;83;V;98;V;95;V;88;V;77;V;72;V;52;V;56;V;51;V;68;V;60;V;49;V;62;V;68;V;48;V;36;V;66;V;73;V;68;V;58;V;78;V;90;V;N;C;;
VALENCIA;ZARRA;999;OXIDOS DE NITROGENO TOTALES;46263999_12_8;2020;9;1;10;V;1;20;V;1;40;V;1;20;V;0;89;V;0;96;V;1;30;V;1;10;V;1;10;V;1;50;V;1;40;V;1;40;V;0;98;V;1;10;V;1;60;V;1;70;V;1;90;V;2;V;1;90;V;1;60;V;1;60;V;1;80
GUADALAJARA;CAMPISABALOS;999;PARTICULAS EN SUSPENSION <10?M;19061999_10_M;2020;2;2;V;21;V;36;V;2;V;2;V;6;V;9;V;4;V;3;V;2;V;4;V;5;V;3;V;3;V;8;V;8;V;10;V;3;V;3;V;7;V;8;V;5;V;4;V;5;V;5;V;4;V;68;V;60;V;18;V;0;N;0;N;N;
GUADALAJARA;CAMPISABALOS;999;PARTICULAS EN SUSPENSION <2,5?M;19061999_9_M;2020;2;2;V;5;V;11;V;2;V;1;V;4;V;7;V;3;V;2;V;1;V;2;V;2;V;1;V;2;V;6;V;6;V;9;V;0;N;0;N;6;V;7;V;4;V;2;V;2;V;4;V;3;V;15;V;15;V;5;V;0;N;0;N;N;
GUADALAJARA;CAMPISABALOS;999;PLOMO (PM10);19061999_19_M;2020;2;0;N;0;N;0;990;V;0;N;0;N;0;N;0;1120;V;0;N;0;N;0;N;0;N;0;N;0;N;0;260;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;540;V;0;N;0;N;0;N;0;N;0;N;0;2130;V;0;N;0
GUADALAJARA;CAMPISABALOS;999;CADMIO (PM10);19061999_28_M;2020;2;0;N;0;N;0;1;V;0;N;0;N;0;N;0;3;V;0;N;0;N;0;N;0;N;0;N;0;N;0;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;1;V;0;N;0;N;0;N;0;N;0;N;0;6;V;0;N;0
GUADALAJARA;CAMPISABALOS;999;ARSENICO (PM10);19061999_17_M;2020;2;0;N;0;N;0;30;V;0;N;0;N;0;N;0;15;V;0;N;0;N;0;N;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;58;V;0;N;0
GUADALAJARA;CAMPISABALOS;999;NIQUEL (PM10);19061999_62_M;2020;2;0;N;0;N;1;24;V;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;2;26;V;0;N;0
GIRONA;CADAQUES;999;PARTICULAS EN SUSPENSION <10?M;17032999_10_M;2020;2;14;V;0;N;33;V;21;V;15;V;17;V;14;V;16;V;23;V;16;V;14;V;14;V;16;V;26;V;18;V;28;V;19;V;16;V;11;V;16;V;13;V;10;V;11;V;15;V;16;V;14;V;16;V;21;V;45;V;0;N;0;N;N;
GIRONA;CADAQUES;999;PARTICULAS EN SUSPENSION <2,5?M;17032999_9_M;2020;2;9;V;11;V;15;V;6;V;5;V;7;V;5;V;5;V;10;V;14;V;6;V;5;V;6;V;8;V;9;V;18;V;9;V;4;V;4;V;9;V;6;V;7;V;10;V;12;V;10;V;4;V;6;V;6;V;18;V;0;N;0;N;N;
GRANADA;VIZNAR;999;OXIDOS DE NITROGENO TOTALES;18189999_12_8;2020;9;9;V;6;80;V;5;30;V;11;V;8;90;V;3;20;V;3;50;V;6;40;V;3;50;V;3;70;V;5;80;V;3;V;1;80;V;5;60;V;6;90;V;5;90;V;2;40;V;3;20;V;6;70;V;3;90;V;9;60;V;11;V;5;70
GUADALAJARA;CAMPISABALOS;999;DIOXIDO DE AZUFRE;19061999_1_38;2021;2;0;58;V;0;52;V;0;60;V;0;65;V;0;73;V;0;73;V;0;64;V;0;69;V;0;68;V;0;47;V;0;40;V;0;44;V;0;32;V;0;28;V;0;25;V;0;34;V;0;43;V;0;69;V;0;74;V;0;93;V;0;87;V;0
BADAJOZ;BARCARROTA;999;DIOXIDO DE NITROGENO;06016999_8_8;2021;2;0;85;V;0;80;V;1;30;V;1;10;V;1;40;V;1;70;V;0;91;V;0;75;V;0;62;V;0;62;V;1;10;V;0;80;V;1;10;V;1;V;1;10;V;1;30;V;1;20;V;1;10;V;1;30;V;1;80;V;0;80;V;0;93
GIRONA;CADAQUES;999;OZONO;17032999_14_6;2021;2;70;V;69;V;59;V;69;V;70;V;66;V;65;V;51;V;56;V;65;V;70;V;50;V;66;V;80;V;N;65;V;68;V;83;V;93;V;99;V;92;V;81;V;75;V;78;V;81;V;67;V;66;V;70;V;N;N;N;C;;;;;
LUGO;SAVIÑAO (O);999;PARTICULAS EN SUSPENSION <10?M;27058999_10_47;2020;9;9;20;V;9;10;V;12;V;17;V;7;V;5;V;7;70;V;N;10;V;12;V;12;V;13;V;17;V;34;V;11;V;9;90;V;N;6;10;V;5;50;V;N;8;20;V;7;80;V;5;80;V;8;40;V;9;60;V;4;60;V;6;10;V
ZAMORA;PEÑAUSENDE;999;PARTICULAS EN SUSPENSION <10?M;49149999_10_M;2020;2;3;V;11;V;14;V;0;N;6;V;0;N;0;N;3;V;3;V;2;V;5;V;4;V;3;V;7;V;5;V;3;V;4;V;4;V;6;V;7;V;9;V;14;V;11;V;9;V;0;N;4;V;37;V;0;N;6;V;0;N;0;N;N;
ZAMORA;PEÑAUSENDE;999;PARTICULAS EN SUSPENSION <2,5?M;49149999_9_M;2020;2;1;V;3;V;5;V;3;V;3;V;9;V;7;V;2;V;1;V;1;V;3;V;2;V;2;V;5;V;4;V;2;V;1;V;2;V;3;V;6;V;7;V;13;V;8;V;9;V;3;V;2;V;9;V;24;V;1;V;0;N;0;N;N;
VALENCIA;ZARRA;999;OZONO;46263999_14_6;2020;9;77;V;89;V;87;V;97;V;87;V;95;V;76;V;84;V;98;V;100;V;109;V;110;V;101;V;107;V;92;V;97;V;87;V;65;V;64;V;78;V;86;V;85;V;76;V;61;V;78;V;70;V;73;V;80;V;95;V;91;V;N;C;;
LLEIDA;TORMS (ELS);999;MONOXIDO DE NITROGENO;25224999_7_8;2020;9;0;13;V;0;13;V;0;12;V;0;11;V;0;11;V;0;12;V;0;12;V;0;13;V;0;970;V;0;14;V;0;870;V;0;780;V;0;730;V;0;750;V;0;680;V;0;14;V;0;32;V;0;12;V;0;16;V;0;14;V;0;14;V;N
TOLEDO;SAN PABLO DE LOS MONTES;999;MONOXIDO DE NITROGENO;45153999_7_8;2020;9;0;23;V;0;25;V;0;23;V;0;22;V;0;24;V;0;22;V;0;23;V;0;23;V;0;23;V;0;26;V;0;24;V;0;22;V;0;23;V;0;24;V;0;23;V;0;25;V;0;23;V;0;22;V;0;23;V;0;22;V;0;22;V;N
BADAJOZ;BARCARROTA;999;DIOXIDO DE NITROGENO;06016999_8_8;2020;9;1;60;V;1;40;V;1;40;V;1;20;V;1;40;V;1;20;V;1;60;V;1;20;V;1;40;V;1;90;V;1;70;V;1;70;V;1;10;V;1;70;V;2;V;2;10;V;1;70;V;N;5;60;V;8;60;V;12;V;8;70;V;3;70
HUELVA;ALMONTE;999;DIOXIDO DE AZUFRE;21005999_1_38;2020;9;1;70;V;0;59;V;0;84;V;0;64;V;0;48;V;0;44;V;0;51;V;0;56;V;0;56;V;0;56;V;0;48;V;0;92;V;0;53;V;0;43;V;0;51;V;0;51;V;0;44;V;0;56;V;0;60;V;0;67;V;0;56;V;0
LUGO;SAVIÑAO (O);999;DIOXIDO DE AZUFRE;27058999_1_38;2020;9;1;10;V;1;V;1;10;V;1;20;V;0;96;V;0;99;V;0;97;V;1;10;V;1;10;V;1;10;V;1;20;V;1;20;V;1;30;V;1;30;V;1;10;V;1;10;V;1;30;V;1;20;V;1;20;V;1;10;V;1;V;1;20;V
LUGO;SAVIÑAO (O);999;OXIDOS DE NITROGENO TOTALES;27058999_12_8;2020;9;3;50;V;2;50;V;3;30;V;3;70;V;2;20;V;1;80;V;2;20;V;2;70;V;2;70;V;2;40;V;2;70;V;2;40;V;3;10;V;5;20;V;2;70;V;2;80;V;3;50;V;4;V;4;40;V;3;70;V;2;60;V;3;80
ASTURIAS;LLANES;999;OXIDOS DE NITROGENO TOTALES;33036999_12_8;2021;2;2;60;V;3;20;V;3;60;V;2;80;V;2;60;V;N;1;50;V;2;80;V;2;40;V;2;10;V;4;60;V;2;20;V;2;10;V;1;70;V;1;90;V;2;20;V;2;70;V;N;4;70;V;3;20;V;2;80;V;3;50;V;3;70
